trafo_id,ŞEBEKE_UNSURU_KODU
48102,K-3628 35-01-K03628_911803188_911803188
48103,M-1223 35-01-M01223_911806953_911806953
48104,M-2954(YATIRIM REZERVE) 35-01-M02954_911807928_911807928
48105,K-2324 35-01-K02324_911809458_911809458
48106,K-2572 35-01-K02572_911811932_911811932
48107,K-3011 35-01-K03011_911814185_911814185
48108,K-914 35-01-K00914_911815489_911815489
48109,K-1579 35-01-K01579_911820349_911820349
48110,K-3834 35-01-K03834_911821219_911821219
48111,M-2772 35-02-M02772_911821939_911821939
48112,K-1395 35-08-K01395_911822254_911822254
48113,M-2702 35-01-M02702_911822823_911822823
48114,M-1574 35-01-M01574_911825358_911825358
48115,K-1131 35-08-K01131_911825493_911825493
48116,K-4845 35-01-K04845_911825883_911825883
48117,K-3077 35-01-K03077_911826333_911826333
48118,K-4304 35-01-K04304_911826513_911826513
48119,K-4143 35-01-K04143_911827143_911827143
48120,M-1248 35-01-M01248_911830623_911830623
48121,K-4701 35-01-K04701_911833458_911833458
48122,K-1408 35-01-K01408_911836314_911836314
48123,K-483 35-01-K00483_911837379_911837379
48124,K-3593 35-01-K03593_911839745_911839745
48125,K-1074 35-01-K01074_911843080_911843080
48126,K-1074 35-01-K01074_911845069_911845069
48127,K-3586 35-01-K03586_911845853_911845853
48128,K-859 35-01-K00859_911846847_911846847
48129,M-2703 35-01-M02703_911847141_911847141
48130,M-1256 35-01-M01256_911849717_911849717
48131,K-1040 35-04-K01040_911851284_911851284
48132,K-1390 35-01-K01390_911852250_911852250
48133,M-2954(YATIRIM REZERVE) 35-01-M02954_911853356_911853356
48134,K-2754 35-01-K02754_911853958_911853958
48135,K-879 35-01-K00879_911854098_911854098
48136,K-837 35-01-K00837_911854140_911854140
48137,K-3628 35-01-K03628_911855414_911855414
48138,K-1662 35-01-K01662_911857784_911857784
48139,K-828 35-01-K00828_911859716_911859716
48140,K-2471 35-01-K02471_911860794_911860794
48141,K-414 35-01-K00414_911866842_911866842
48142,K-1222 35-01-K01222_911867584_911867584
48143,M-2973 35-01-M02973_911870174_911870174
48144,K-4468 35-01-K04468_911871308_911871308
48145,K-4027 35-01-K04027_911875074_911875074
48146,K-2324 35-01-K02324_911876263_911876263
48147,K-4346 35-01-K04346_911878335_911878335
48148,M-2929 35-01-M02929_911879273_911879273
48149,K-3593 35-01-K03593_911880029_911880029
48150,K-724 35-01-K00724_911881808_911881808
48151,K-39 35-01-K00039_911882312_911882312
48152,M-2703 35-01-M02703_911883068_911883068
48153,K-2471 35-01-K02471_911884006_911884006
48154,K-2417 35-01-K02417_911889269_911889269
48155,K-1623 35-01-K01623_911889983_911889983
48156,K-1400 35-01-K01400_911891635_911891635
48157,M-1306 35-01-M01306_911892083_911892083
48158,K-3060 35-01-K03060_911894575_911894575
48159,M-1128 35-01-M01128_911894659_911894659
48160,K-2772 35-01-K02772_911895051_911895051
48161,M-2589 35-01-M02589_911899447_911899447
48162,M-2615 35-01-M02615_911901099_911901099
48163,K-3740 35-08-K03740_911907151_911907151
48164,M-1589 35-01-M01589_911907627_911907627
48165,K-4701 35-01-K04701_911908690_911908690
48166,M-2954(YATIRIM REZERVE) 35-01-M02954_911909981_911909981
48167,K-222 35-01-K00222_911911157_911911157
48168,K-1403 35-01-K01403_911913509_911913509
48169,K-2324 35-01-K02324_911913635_911913635
48170,K-3874 35-01-K03874_911915777_911915777
48171,K-4577 35-01-K04577_911916911_911916911
48172,K-4753 35-01-K04753_911917289_911917289
48173,M-2902 35-02-M02902_911919444_911919444
48174,K-49 35-01-K00049_911921962_911921962
48175,K-652 35-01-K00652_911922704_911922704
48176,K-3834 35-01-K03834_911922984_911922984
48177,K-1580 35-01-K01580_911923376_911923376
48178,K-3620 35-01-K03620_911925364_911925364
48179,M-1573 35-01-M01573_911926512_911926512
48180,K-799 35-01-K00799_911926876_911926876
48181,M-2142 35-07-M02142_911929060_911929060
48182,K-808 35-01-K00808_911930012_911930012
48183,K-2572 35-01-K02572_911930922_911930922
48184,K-859 35-01-K00859_911933806_911933806
48185,K-802 35-01-K00802_911935558_911935558
48186,M-1573 35-01-M01573_911935978_911935978
48187,K-4584 35-01-K04584_911938204_911938204
48188,K-2377 35-08-K02377_911940444_911940444
48189,M-1404 35-01-M01404_911944391_911944391
48190,K-1496 35-02-K01496_911944517_911944517
48191,M-2954(YATIRIM REZERVE) 35-01-M02954_911946841_911946841
48192,M-1959 35-02-M01959_911949990_911949990
48193,K-211 35-02-K00211_911950004_911950004
48194,K-3187 35-01-K03187_911951095_911951095
48195,K-3591 35-01-K03591_911952341_911952341
48196,K-1705 35-01-K01705_911952621_911952621
48197,SÜTÇÜLER TR-2 35-27-M00406_911954177_911954177
48198,K-649 35-01-K00649_911954261_911954261
48199,M-2948(YATIRIM REZERVE) 35-01-M02948_911954443_911954443
48200,K-1996 35-01-K01996_911956082_911956082
48201,K-3187 35-01-K03187_911958294_911958294
48202,K-1819 35-01-K01819_911958308_911958308
48203,AŞAĞI KIZILCA TR-1 35-27-L00045_911959372_911959372
48204,M-2379 35-01-M02379_911959988_911959988
48205,K-1919 35-10-K01919_911962116_911962116
48206,K-1074 35-01-K01074_911964594_911964594
48207,K-2910 35-01-K02910_911964608_911964608
48208,K-1705 35-01-K01705_911968051_911968051
48209,K-2866 35-08-K02866_911970515_911970515
48210,K-2985 35-01-K02985_911973049_911973049
48211,HALİLBEYLİ TR-2 35-27-M01051_911974309_911974309
48212,K-1712 35-01-K01712_911977963_911977963
48213,K-799 35-01-K00799_911979139_911979139
48214,K-574 35-01-K00574_911979279_911979279
48215,K-4431 35-01-K04431_911979433_911979433
48216,M-2779 35-01-M02779_911980429_911980429
48217,K-4346 35-01-K04346_911982374_911982374
48218,K-3591 35-01-K03591_911983675_911983675
48219,K-3196 35-03-K03196_911985425_911985425
48220,K-1168 35-01-K01168_911987203_911987203
48221,K-4673 35-01-K04673_911988168_911988168
48222,K-1772 35-01-K01772_911988994_911988994
48223,K-2324 35-01-K02324_911990072_911990072
48224,M-2746 35-01-M02746_911990492_911990492
48225,M-1256 35-01-M01256_911990884_911990884
48226,K-210 35-07-K00210_911995518_911995518
48227,K-530 35-01-K00530_911997492_911997492
48228,M-2016 35-01-M02016_911999871_911999871
48229,K-1557 35-01-K01557_912000781_912000781
48230,K-1744 35-01-K01744_912001019_912001019
48231,K-1031 35-01-K01031_912004942_912004942
48232,K-3795 35-01-K03795_912005180_912005180
48233,K-4854 35-01-K04854_912006190_912006190
48234,K-1213 35-02-K01213_912011484_912011484
48235,M-2973 35-01-M02973_912016900_912016900
48236,M-2954(YATIRIM REZERVE) 35-01-M02954_912018678_912018678
48237,K-3881 35-01-K03881_912019490_912019490
48238,K-1310 35-01-K01310_912020540_912020540
48239,K-1043 35-01-K01043_912021268_912021268
48240,M-2748 35-01-M02748_912023256_912023256
48241,M-2589 35-01-M02589_912024852_912024852
48242,K-2643 35-01-K02643_912025874_912025874
48243,K-574 35-01-K00574_912031784_912031784
48244,M-2573 35-01-M02573_912032470_912032470
48245,K-1027 35-01-K01027_912034388_912034388
48246,K-772 35-01-K00772_912034794_912034794
48247,M-1209 35-01-M01209_912036012_912036012
48248,K-1439 35-01-K01439_912037076_912037076
48249,K-4736 35-01-K04736_912037776_912037776
48250,K-1623 35-01-K01623_912038098_912038098
48251,K-1794 35-01-K01794_912038280_912038280
48252,M-2079 35-01-M02079_912038406_912038406
48253,K-2011 35-08-K02011_912039288_912039288
48254,ULUCAK DM-2/8 35-27-M00330_912040450_912040450
48255,K-681 35-04-K00681_912046525_912046525
48256,K-890 35-01-K00890_912051090_912051090
48257,M-2902 35-02-M02902_912052630_912052630
48258,K-1623 35-01-K01623_912053358_912053358
48259,K-4341 35-01-K04341_912053512_912053512
48260,K-1281 35-01-K01281_912053624_912053624
48261,K-718 35-01-K00718_912055556_912055556
48262,M-1229 35-01-M01229_912056480_912056480
48263,K-4673 35-01-K04673_912059617_912059617
48264,M-1573 35-01-M01573_912060065_912060065
48265,K-1744 35-01-K01744_912060863_912060863
48266,K-3627 35-01-K03627_912061521_912061521
48267,K-3604 35-01-K03604_912063467_912063467
48268,ARMUTLU TR-3 35-27-L00003_912071082_912071082
48269,M-2954(YATIRIM REZERVE) 35-01-M02954_912072286_912072286
48270,K-1396 35-08-K01396_912075479_912075479
48271,K-1396 35-08-K01396_912075507_912075507
48272,M-2916 35-01-M02916_912076291_912076291
48273,K-4701 35-01-K04701_912076935_912076935
48274,K-1820 35-01-K01820_912078181_912078181
48275,K-4854 35-01-K04854_912078265_912078265
48276,K-1772 35-01-K01772_912079007_912079007
48277,K-3591 35-01-K03591_912079035_912079035
48278,K-1950 35-08-K01950_912079105_912079105
48279,M-2703 35-01-M02703_912080491_912080491
48280,K-2907 35-01-K02907_912081401_912081401
48281,K-4408 35-01-K04408_912083881_912083881
48282,M-2075 35-02-M02075_912086890_912086890
48283,K-4473 35-01-K04473_912087855_912087855
48284,TR-26 35-27-M00026_912097458_912097458
48285,K-273 35-01-K00273_912097556_912097556
48286,K-2377 35-08-K02377_912098130_912098130
48287,ULUCAK DM-2/14 35-27-M00332_912100440_912100440
48288,K-3412 35-08-K03412_912100496_912100496
48289,M-233 35-09-M00233_912103044_912103044
48290,M-1196 35-02-M01196_912103828_912103828
48291,K-2575 35-01-K02575_912105815_912105815
48292,K-1919 35-10-K01919_912107466_912107466
48293,K-3643 35-08-K03643_912109916_912109916
48294,K-610 35-02-K00610_912109958_912109958
48295,K-1174 35-01-K01174_912111443_912111443
48296,M-1536 35-01-M01536_912111583_912111583
48297,M-2746 35-01-M02746_912113543_912113543
48298,K-2550 35-01-K02550_912115055_912115055
48299,K-4376 35-02-K04376_912115881_912115881
48300,K-4237 35-03-K04237_912119478_912119478
48301,K-767 35-01-K00767_912121802_912121802
48302,K-1580 35-01-K01580_912122517_912122517
48303,K-3586 35-01-K03586_912123091_912123091
48304,K-1025 35-01-K01025_912123819_912123819
48305,K-1637 35-01-K01637_912124762_912124762
48306,K-3011 35-01-K03011_912125022_912125022
48307,K-3298 35-04-K03298_912137347_912137347
48308,K-1948 35-08-K01948_912138607_912138607
48309,K-575 35-01-K00575_912139803_912139803
48310,K-808 35-01-K00808_912140296_912140296
48311,M-2955(YATIRIM REZERVE) 35-01-M02955_912141661_912141661
48312,K-879 35-01-K00879_912143780_912143780
48313,K-240 35-01-K00240_912144587_912144587
48314,M-2747 35-01-M02747_912145315_912145315
48315,M-2359 35-03-M02359_912145523_912145523
48316,HALİLBEYLİ TR-5 35-27-M01054_912149682_912149682
48317,ULUCAK DM-2/8 35-27-M00330_912150111_912150111
48318,K-3705 35-09-K03705_912151177_912151177
48319,ULUCAK DM-2/5-A 35-27-M00338_912151775_912151775
48320,K-494 35-01-K00494_912152087_912152087
48321,M-1823 35-01-M01823_912154504_912154504
48322,TR-20 35-27-M00020_912154595_912154595
48323,K-24 35-01-K00024_912154868_912154868
48324,K-1489 35-01-K01489_912156233_912156233
48325,K-1215 35-01-K01215_912157884_912157884
48326,K-3385 35-04-K03385_912164670_912164670
48327,K-1904 35-10-K01904_912164813_912164813
48328,K-1744 35-01-K01744_912165385_912165385
48329,M-2177 35-01-M02177_912166321_912166321
48330,K-3385 35-04-K03385_912168923_912168923
48331,K-767 35-01-K00767_912169352_912169352
48332,K-767 35-01-K00767_912169820_912169820
48333,M-2029 35-01-M02029_912170977_912170977
48334,M-1247 35-01-M01247_912171016_912171016
48335,K-1948 35-08-K01948_912173447_912173447
48336,M-1507 35-01-M01507_912173980_912173980
48337,K-1904 35-10-K01904_912174305_912174305
48338,K-2844 35-01-K02844_912174370_912174370
48339,M-2675 35-01-M02675_912175566_912175566
48340,K-4486 35-01-K04486_912176346_912176346
48341,K-4027 35-01-K04027_912176684_912176684
48342,K-1636 35-01-K01636_912179582_912179582
48343,K-765 35-01-K00765_912180206_912180206
48344,M-2330 35-01-M02330_912180505_912180505
48345,K-2985 35-01-K02985_912181090_912181090
48346,K-2573 35-01-K02573_912183612_912183612
48347,K-1637 35-01-K01637_912185393_912185393
48348,M-2383 35-01-M02383_912185627_912185627
48349,K-4432 35-01-K04432_912189254_912189254
48350,K-1210 35-01-K01210_912190453_912190453
48351,M-2615 35-01-M02615_912191519_912191519
48352,ARMUTLU TR-3 35-27-L00003_912194947_912194947
48353,K-4473 35-01-K04473_912195591_912195591
48354,K-1408 35-01-K01408_912198180_912198180
48355,K-2007 35-01-K02007_912201274_912201274
48356,M-1552 35-08-M01552_912202464_912202464
48357,K-744 35-02-K00744_912202478_912202478
48358,SARILAR KÖYÜ TR-2 35-27-L00264_912203458_912203458
48359,K-1636 35-01-K01636_912204018_912204018
48360,K-1950 35-08-K01950_912204578_912204578
48361,K-4152 35-01-K04152_912205697_912205697
48362,K-558 35-01-K00558_912207055_912207055
48363,M-1552 35-08-M01552_912208161_912208161
48364,K-2965 35-10-K02965_912210205_912210205
48365,K-141 35-03-K00141_912210233_912210233
48366,K-2756 35-01-K02756_912212320_912212320
48367,K-18 35-04-K00018_912214602_912214602
48368,K-3102 35-04-K03102_912215890_912215890
48369,K-3102 35-04-K03102_912215932_912215932
48370,M-975 35-03-M00975_912215988_912215988
48371,AŞAĞI KIZILCA TR-1 35-27-L00045_912217094_912217094
48372,ÖREN TR-6 35-27-L00215_912219544_912219544
48373,K-2861 35-03-K02861_912221644_912221644
48374,ULUCAK DM-2/13 35-27-M00329_912221966_912221966
48375,_912222806_912222806
48376,ULUCAK DM-2/5-A 35-27-M00338_912228070_912228070
48377,K-914 35-01-K00914_912232172_912232172
48378,ÖREN TR7 35-27-L00216_912232256_912232256
48379,K-1443 35-01-K01443_912236429_912236429
48380,M-1348 35-01-M01348_912236653_912236653
48381,K-827 35-01-K00827_912238039_912238039
48382,K-1768 35-01-K01768_912238333_912238333
48383,K-1708 35-01-K01708_912239074_912239074
48384,K-4473 35-01-K04473_912243455_912243455
48385,M-2356 35-01-M02356_912245177_912245177
48386,K-844 35-01-K00844_912245373_912245373
48387,K-3975 35-04-K03975_912245597_912245597
48388,M-1538 35-01-M01538_912245765_912245765
48389,M-327 35-03-M00327_912247781_912247781
48390,K-1204 35-01-K01204_912250203_912250203
48391,K-1188 35-01-K01188_912251687_912251687
48392,YELKİ DM-2/8 (M-2342) 35-10-M02342_912252023_912252023
48393,K-1316 35-04-K01316_912253800_912253800
48394,_912254024_912254024
48395,K-34 35-01-K00034_912256236_912256236
48396,K-1723 35-08-K01723_912258168_912258168
48397,K-2863 35-01-K02863_912259330_912259330
48398,K-3834 35-01-K03834_912262019_912262019
48399,K-3419 35-08-K03419_912263503_912263503
48400,K-1870 35-09-K01870_912263615_912263615
48401,ARMUTLU TR-3 35-27-L00003_912264091_912264091
48402,M-2745 35-01-M02745_912264777_912264777
48403,K-3632 35-01-K03632_912265645_912265645
48404,K-1320 35-09-K01320_912267156_912267156
48405,K-1403 35-01-K01403_912268305_912268305
48406,M-2955(YATIRIM REZERVE) 35-01-M02955_912269271_912269271
48407,K-3216 35-09-K03216_912270363_912270363
48408,M-2916 35-01-M02916_912272322_912272322
48409,K-1410 35-07-K01410_912275318_912275318
48410,K-1574 35-07-K01574_912275416_912275416
48411,M-1552 35-08-M01552_912275822_912275822
48412,M-1329 35-08-M01329_912276046_912276046
48413,M-1221 35-01-M01221_912276158_912276158
48414,K-240 35-01-K00240_912280399_912280399
48415,K-1396 35-08-K01396_912282709_912282709
48416,M-1826 35-02-M01826_912284644_912284644
48417,K-385 35-01-K00385_912285288_912285288
48418,K-441 35-08-K00441_912286170_912286170
48419,K-491 35-04-K00491_912288437_912288437
48420,K-3693 35-10-K03693_912291167_912291167
48421,K-152 35-02-K00152_912291307_912291307
48422,K-3285 35-08-K03285_912293225_912293225
48423,M-2749 35-01-M02749_912294162_912294162
48424,K-1873 35-09-K01873_912300715_912300715
48425,M-2383 35-01-M02383_912301583_912301583
48426,K-4052 35-01-K04052_912303724_912303724
48427,K-641 35-08-K00641_912305991_912305991
48428,M-2674 35-01-M02674_912306803_912306803
48429,M-1589 35-01-M01589_912307505_912307505
48430,M-1951 35-09-M01951_912307729_912307729
48431,K-4736 35-01-K04736_912310655_912310655
48432,K-819 35-01-K00819_912312251_912312251
48433,K-1403 35-01-K01403_912312615_912312615
48434,K-1207 35-01-K01207_912313510_912313510
48435,M-2818(YATIRIM REZERVE) 35-01-M02818_912315288_912315288
48436,M-2948(YATIRIM REZERVE) 35-01-M02948_912316800_912316800
48437,K-3417 35-08-K03417_912317486_912317486
48438,K-4431 35-01-K04431_912318186_912318186
48439,K-3920 35-08-K03920_912320454_912320454
48440,K-510 35-01-K00510_912320510_912320510
48441,K-1790 35-01-K01790_912322443_912322443
48442,K-1284 35-01-K01284_912322821_912322821
48443,K-3319 35-09-K03319_912323073_912323073
48444,K-499 35-01-K00499_912323899_912323899
48445,M-2751 35-01-M02751_912327721_912327721
48446,ARMUTLU TR-23 35-27-L00023_912329835_912329835
48447,K-4306 35-09-K04306_912330591_912330591
48448,M-2674 35-01-M02674_912330857_912330857
48449,M-2539 35-02-M02539_912331755_912331755
48450,K-1489 35-01-K01489_912333407_912333407
48451,TR-35 35-27-M00035_912335227_912335227
48452,K-4032 35-01-K04032_912337355_912337355
48453,K-1464 35-09-K01464_912338055_912338055
48454,K-1953 35-09-K01953_912338153_912338153
48455,K-883 35-01-K00883_912339385_912339385
48456,K-311 35-01-K00311_912340071_912340071
48457,K-4307 35-09-K04307_912340925_912340925
48458,K-4122 35-09-K04122_912341345_912341345
48459,K-1391 35-01-K01391_912342941_912342941
48460,K-300 35-01-K00300_912343179_912343179
48461,M-2142 35-07-M02142_912343347_912343347
48462,M-2674 35-01-M02674_912343375_912343375
48463,K-3625 35-01-K03625_912343823_912343823
48464,K-1948 35-08-K01948_912345643_912345643
48465,K-4307 35-09-K04307_912346119_912346119
48466,K-210 35-07-K00210_912346455_912346455
48467,K-3183 35-02-K03183_912348289_912348289
48468,ULUCAK DM-2/13 35-27-M00329_912348598_912348598
48469,ULUCAK DM-2/8 35-27-M00330_912348612_912348612
48470,K-2572 35-01-K02572_912350963_912350963
48471,K-3060 35-01-K03060_912351523_912351523
48472,K-1353 35-01-K01353_912353161_912353161
48473,M-1540 35-01-M01540_912359281_912359281
48474,K-1685 35-01-K01685_912362164_912362164
48475,M-1125 35-01-M01125_912362892_912362892
48476,K-2643 35-01-K02643_912363479_912363479
48477,K-49 35-01-K00049_912365859_912365859
48478,K-1899 35-01-K01899_912366937_912366937
48479,M-2955(YATIRIM REZERVE) 35-01-M02955_912368632_912368632
48480,M-1981 35-09-M01981_912368716_912368716
48481,K-655 35-01-K00655_912368996_912368996
48482,M-2380 35-03-M02380_912369052_912369052
48483,M-1364 35-01-M01364_912371334_912371334
48484,K-1625 35-07-K01625_912373056_912373056
48485,M-1951 35-09-M01951_912373644_912373644
48486,K-3876 35-01-K03876_912374428_912374428
48487,K-692 35-04-K00692_912374808_912374808
48488,M-1981 35-09-M01981_912377608_912377608
48489,M-2954(YATIRIM REZERVE) 35-01-M02954_912380707_912380707
48490,M-257 35-09-M00257_912382149_912382149
48491,K-3417 35-08-K03417_912385115_912385115
48492,K-1772 35-01-K01772_912389833_912389833
48493,K-4492 35-10-K04492_912391692_912391692
48494,K-2012 35-01-K02012_912392706_912392706
48495,K-1953 35-09-K01953_912396294_912396294
48496,K-4833 35-01-K04833_912396385_912396385
48497,M-1128 35-01-M01128_912397853_912397853
48498,K-1390 35-01-K01390_912398373_912398373
48499,K-3874 35-01-K03874_912398997_912398997
48500,K-3638 35-08-K03638_912399114_912399114
48501,M-1823 35-01-M01823_912399595_912399595
48502,K-2863 35-01-K02863_912399816_912399816
48503,K-3920 35-08-K03920_912401755_912401755
48504,K-3159 35-07-K03159_912402158_912402158
48505,K-115 35-04-K00115_912403600_912403600
48506,K-4780 35-04-K04780_912405836_912405836
48507,K-4555 35-02-K04555_912405849_912405849
48508,K-4503 35-04-K04503_912406330_912406330
48509,K-1361 35-02-K01361_912407409_912407409
48510,K-111 35-04-K00111_912408046_912408046
48511,K-848 35-04-K00848_912408085_912408085
48512,K-1074 35-01-K01074_912408605_912408605
48513,K-4188 35-04-K04188_912408644_912408644
48514,K-4756 35-04-K04756_912410060_912410060
48515,K-4551 35-02-K04551_912410346_912410346
48516,K-4282 35-09-K04282_912410814_912410814
48517,K-4020 35-09-K04020_912410944_912410944
48518,K-1439 35-01-K01439_912412088_912412088
48519,K-1391 35-01-K01391_912412153_912412153
48520,K-81 35-01-K00081_912412608_912412608
48521,K-3538 35-01-K03538_912412660_912412660
48522,YİĞİTLER TR-2 35-27-L00224_912412907_912412907
48523,K-136 35-01-K00136_912413063_912413063
48524,K-1654 35-07-K01654_912413752_912413752
48525,K-3769 35-04-K03769_912413830_912413830
48526,K-1958 35-09-K01958_912414376_912414376
48527,K-3481 35-09-K03481_912414402_912414402
48528,K-3451 35-08-K03451_912415572_912415572
48529,K-1179 35-08-K01179_912419459_912419459
48530,BAĞYURDU TR-1 35-27-L00403_912421344_912421344
48531,K-3816 35-03-K03816_912424453_912424453
48532,K-4919 35-01-K04919_912425209_912425209
48533,K-1869 35-09-K01869_912426326_912426326
48534,K-278 35-01-K00278_912428341_912428341
48535,K-217 35-01-K00217_912428588_912428588
48536,M-1424 35-02-M01424_912428705_912428705
48537,M-2948(YATIRIM REZERVE) 35-01-M02948_912430044_912430044
48538,K-3415 35-08-K03415_912432033_912432033
48539,K-1205 35-01-K01205_912432241_912432241
48540,M-1357 35-09-M01357_912433190_912433190
48541,K-344 35-01-K00344_912433762_912433762
48542,K-3643 35-08-K03643_912433905_912433905
48543,M-3090(YATIRIM REZERVE) 35-09-M03090_912434113_912434113
48544,K-575 35-01-K00575_912434399_912434399
48545,K-1410 35-07-K01410_912435322_912435322
48546,K-921 35-01-K00921_912438507_912438507
48547,K-3013 35-08-K03013_912439625_912439625
48548,K-1574 35-07-K01574_912440886_912440886
48549,K-3835 35-08-K03835_912441042_912441042
48550,K-3506 35-01-K03506_912443044_912443044
48551,M-2104 35-09-M02104_912443538_912443538
48552,K-2315 35-01-K02315_912444084_912444084
48553,M-2544 (YATIRIM REZERVE) 35-01-M02544_912444487_912444487
48554,K-85 35-01-K00085_912446087_912446087
48555,ARMUTLU TR-4 35-27-L00004_912447790_912447790
48556,K-1653 35-04-K01653_912449025_912449025
48557,K-893 35-04-K00893_912450664_912450664
48558,AŞAĞI KIZILCA TR-5 35-27-L00339_912452666_912452666
48559,K-1625 35-07-K01625_912452887_912452887
48560,TR-17 35-27-M00017_912452926_912452926
48561,K-1444 35-04-K01444_912453030_912453030
48562,M-2518 35-02-M02518_912453498_912453498
48563,K-928 35-04-K00928_912454525_912454525
48564,K-254 35-04-K00254_912454603_912454603
48565,M-932 35-09-M00932_912456488_912456488
48566,K-1654 35-07-K01654_912456865_912456865
48567,SÜTÇÜLER TR-1 35-27-M00408_912458828_912458828
48568,K-4162 35-02-K04162_912459036_912459036
48569,M-878 35-02-M00878_912463105_912463105
48570,M-1037 35-04-M01037_912466238_912466238
48571,K-1495 35-04-K01495_912466550_912466550
48572,K-2330 35-04-K02330_912469347_912469347
48573,M-2539 35-02-M02539_912470088_912470088
48574,K-833 35-04-K00833_912470140_912470140
48575,K-476 35-04-K00476_912470348_912470348
48576,M-2530 35-07-M02530_912470972_912470972
48577,K-17 35-04-K00017_912471323_912471323
48578,HALİLBEYLİ TR-3 35-27-M01052_912471505_912471505
48579,M-2530 35-07-M02530_912471934_912471934
48580,K-1444 35-04-K01444_912472961_912472961
48581,K-2323 35-04-K02323_912473637_912473637
48582,M-2556 35-02-M02556_912473702_912473702
48583,K-37 35-04-K00037_912474157_912474157
48584,K-4791 35-04-K04791_912474235_912474235
48585,K-3298 35-04-K03298_912474287_912474287
48586,K-2732 35-04-K02732_912474872_912474872
48587,K-3102 35-04-K03102_912474963_912474963
48588,K-1408 35-01-K01408_912475730_912475730
48589,M-3 35-02-M00003_912476588_912476588
48590,K-37 35-04-K00037_912477421_912477421
48591,K-1444 35-04-K01444_912477681_912477681
48592,K-2530 35-02-K02530_912477772_912477772
48593,K-4913 35-02-K04913_912477954_912477954
48594,_912478201_912478201
48595,K-3015 35-07-K03015_912478305_912478305
48596,K-56 35-07-K00056_912478448_912478448
48597,K-81 35-01-K00081_912479176_912479176
48598,K-3693 35-10-K03693_912479397_912479397
48599,K-893 35-04-K00893_912480047_912480047
48600,K-1051 35-04-K01051_912480255_912480255
48601,K-3102 35-04-K03102_912480658_912480658
48602,K-3969 35-04-K03969_912481399_912481399
48603,K-4012 35-04-K04012_912481750_912481750
48604,K-3453 35-08-K03453_912482348_912482348
48605,K-1875 35-09-K01875_912482712_912482712
48606,K-1864 35-09-K01864_912482751_912482751
48607,K-1371 35-04-K01371_912483115_912483115
48608,K-2823 35-02-K02823_912483141_912483141
48609,K-1425 35-07-K01425_912483362_912483362
48610,K-4538 35-07-K04538_912483673_912483673
48611,K-958 35-02-K00958_912483998_912483998
48612,K-4627 35-04-K04627_912484609_912484609
48613,K-17 35-04-K00017_912484739_912484739
48614,K-3706 35-09-K03706_912485064_912485064
48615,K-4497 35-09-K04497_912485077_912485077
48616,K-339 35-02-K00339_912485506_912485506
48617,M-2525 35-07-M02525_912485974_912485974
48618,ULUCAK DM-2/13 35-27-M00329_912486169_912486169
48619,M-1180 35-04-M01180_912486260_912486260
48620,K-1781 35-04-K01781_912486390_912486390
48621,K-3102 35-04-K03102_912487547_912487547
48622,K-358 35-04-K00358_912487690_912487690
48623,K-4660 35-01-K04660_912488210_912488210
48624,K-1291 35-04-K01291_912489407_912489407
48625,M-206(DM-2/17) 35-09-M00206_912489420_912489420
48626,K-3157 35-07-K03157_912489433_912489433
48627,M-2546 35-02-M02546_912489602_912489602
48628,K-4238 35-07-K04238_912489888_912489888
48629,K-254 35-04-K00254_912490109_912490109
48630,K-3696 35-02-K03696_912493775_912493775
48631,K-3186 35-02-K03186_912493840_912493840
48632,K-3888 35-02-K03888_912493853_912493853
48633,K-1746 35-04-K01746_912493983_912493983
48634,K-1291 35-04-K01291_912494763_912494763
48635,K-4756 35-04-K04756_912495205_912495205
48636,K-3133 35-07-K03133_912495452_912495452
48637,K-594 35-04-K00594_912495582_912495582
48638,K-3183 35-02-K03183_912495699_912495699
48639,K-1371 35-04-K01371_912495907_912495907
48640,K-3488 35-04-K03488_912496861_912496861
48641,K-1368 35-08-K01368_912498486_912498486
48642,K-2436 35-04-K02436_912498746_912498746
48643,K-4197 35-02-K04197_912498876_912498876
48644,K-3768 35-02-K03768_912498941_912498941
48645,K-3203 35-04-K03203_912499071_912499071
48646,K-4251 35-02-K04251_912499526_912499526
48647,K-4756 35-04-K04756_912501202_912501202
48648,K-3009 35-07-K03009_912501541_912501541
48649,M-219 35-09-M00219_912502672_912502672
48650,M-1305 35-04-M01305_912502802_912502802
48651,M-2882 35-04-M02882_912504362_912504362
48652,K-833 35-04-K00833_912504726_912504726
48653,K-806 35-07-K00806_912505246_912505246
48654,M-2793 35-01-M02793_912506650_912506650
48655,M-2877 35-07-M02877_912508807_912508807
48656,TR-17 35-27-M00017_912508885_912508885
48657,K-125 35-08-K00125_912509093_912509093
48658,ULUCAK DM-2/16 35-27-M00858_912509262_912509262
48659,ULUCAK DM-2/8 35-27-M00330_912510042_912510042
48660,K-1670 35-04-K01670_912510276_912510276
48661,K-288 35-04-K00288_912510835_912510835
48662,K-3085 35-07-K03085_912511799_912511799
48663,M-1832 35-04-M01832_912512565_912512565
48664,K-3102 35-04-K03102_912513657_912513657
48665,K-3422 35-07-K03422_912515074_912515074
48666,M-1062 GÖKDERE TR-2 35-02-M01062_912515646_912515646
48667,K-4499 35-02-K04499_912515672_912515672
48668,K-3419 35-08-K03419_912515724_912515724
